620984.5672792825,296765.7095852492,A3,false,25000.0
617434.770069354,286987.9525107122,A3,false,25000.0
611087.9582920874,280647.50704139465,A3,true,25000.0
601722.8257211873,280718.9455933489,A3,true,25000.0
591979.5636914715,284999.0264584129,A3,true,25000.0
584351.6441982649,292098.6291628701,A3,false,25000.0
577947.1995235789,300595.89712202817,A3,false,25000.0
580729.5367386255,308645.6242066099,A3,false,25000.0
578844.7057951266,316172.1867354001,A3,false,25000.0
571335.8029036912,318060.8963082778,A3,true,25000.0
564460.5688598064,322293.73363718216,A3,false,25000.0
568738.4176947786,329798.51525253686,A3,false,25000.0
571850.0056982205,337405.23509668483,A3,false,25000.0
569287.9007040982,339923.7478259124,A3,false,25000.0
626256.6712533741,306313.01288799255,A3,false,25000.0
578903.2411155414,341428.2817743337,A3,true,25000.0
587432.520578453,342671.6262958412,A3,true,25000.0
593411.4408250407,337743.7160646912,A3,false,25000.0
599895.5470396299,336159.04231066,A3,false,25000.0
607633.7023342476,339416.6953825645,A3,true,25000.0
615472.6532224513,340285.4894213226,A3,false,25000.0
619328.51806855,336488.7127752173,A3,false,25000.0
617990.4987568909,328879.4048747893,A3,false,25000.0
625778.5964097586,322183.8363231625,A3,true,25000.0
633054.5923926674,315156.03816657385,A3,false,25000.0
