409198.73525962885,389193.73479654384,A3,false,25000.0
407727.16603047616,396991.53196968534,A3,false,25000.0
405879.3596135238,404928.8430479551,A3,false,25000.0
400415.64997907006,412347.5229491689,A3,false,25000.0
396745.3042193474,420668.0458040792,A3,false,25000.0
396350.6073650334,430130.6898145077,A3,false,25000.0
397971.38166500913,439894.4348096286,A3,false,25000.0
393399.28252578323,449596.30435409746,A3,false,25000.0
391573.4436168219,458671.2368430027,A3,false,25000.0
388380.1402703861,467576.38122323714,A3,false,25000.0
383433.51633087517,475401.7612785675,A3,false,25000.0
382727.3801882246,483901.60531205544,A3,false,25000.0
386857.11285486363,493655.8052748054,A3,false,25000.0
390744.53388390294,503527.89605663985,A3,false,25000.0
396114.5807647844,513263.7421069681,A3,false,25000.0
393484.21715819335,522042.38155873836,A3,false,25000.0
388006.23367456114,528261.5602359546,A3,true,25000.0
380197.91245431954,528263.1508740706,A3,true,25000.0
372637.93036399106,528340.3227029735,A3,false,25000.0
370658.7332317978,535677.3214763994,A3,false,25000.0
372201.7375828357,543761.4294029088,A3,false,25000.0
368343.1707415553,552777.857092154,A3,false,25000.0
367658.59979002323,562295.2378449625,A3,false,25000.0
375489.24073581665,570174.351603501,A3,true,25000.0
382035.65125396696,578631.7346185728,A3,false,25000.0
383127.40325663186,588504.2726767077,A3,false,25000.0
379288.1144071092,598124.3612027625,A3,false,25000.0
378077.8399765997,607124.7381553429,A3,false,25000.0
382465.10154948744,613591.213097695,A3,false,25000.0
387878.38229898864,618996.1070893462,A3,false,25000.0
384769.29756307864,625410.1969869367,A3,false,25000.0
